respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.11862434258817256,0.1849450269618337
26708,0.16314561442903483,0.03378371617931271
26709,0.10402214571600164,0.6331601436029747
26710,0.628603266312025,0.9484339190221543
26711,0.24490683350479686,0.3426056749530876
26712,0.5658362104737569,0.8160475347383398
26713,0.3092337701950588,0.5431314717029002
26714,0.1992549458959366,0.06683756669921427
26715,0.07323836269833289,0.10471853924633588
26716,0.18770204912158706,0.7173925878134849
26717,0.05767338876587695,0.5405153576582148
26718,0.20661513734797718,0.4951410796805534
26719,0.17633963243564754,0.8946990917579154
26720,0.06465228329281128,0.1872036693465265
26721,0.4829930058622757,0.6323322510822511
26722,0.0506001569587712,0.060277158825394465
26723,0.7260530503880702,0.9157452459269921
26724,0.05536373542955598,0.7804653797438179
26725,0.09308004743681565,0.05715202312194475
26726,0.06654805207595095,0.14504692695936935
26727,0.30519641553366816,0.7254378640937078
26728,0.31687492763479613,0.49053185353459927
26729,0.06143688798782727,0.31436781910338313
26730,0.05976916440319164,0.1934354067260191
26731,0.037986293311265414,0.3900100365819892
26732,0.08113709910443123,0.04702380952380952
26733,0.9475236718102326,0.8252406881526111
26734,0.8482482945629912,0.5045168955774578
26735,0.06806803021342915,0.34934878632938543
26736,0.06667811056645659,0.09591283404023851
26737,0.08733194454680837,0.0647622959802266
26738,0.5491204190673433,0.7745779005390474
26739,0.11381675699380973,0.17196234749417472
26740,0.2193215094224984,0.14088579876395002
26741,0.19049065341119517,0.9797598730114376
26742,0.10735501568357618,0.19317008176834918
26743,0.09852280181837997,0.44836727872033516
26744,0.07896097314827458,0.5735221099252475
26745,0.24430082105641057,0.651324964404205
26746,0.17754399510984778,0.3334052312804209
26747,0.10942417207453592,0.1388805259361319
26748,0.20779413826461265,0.25160298001538883
26749,0.11162358556427199,0.584879076595524
26750,0.560666205138803,0.9398730354612709
26751,0.46071136269099483,0.8311487123987125
26752,0.08119461197999678,0.104157666943436
26753,0.28156802714110246,0.3906628398452958
26754,0.1557231891338082,0.24451876625789667
26755,0.12574968189094077,0.2518009768009768
26756,0.03195759557514059,0.11509515957001129
26757,0.5349883985232083,0.6447196786062924
26758,0.45950124276900595,0.725798491206499
26759,0.054723845054588494,0.1523398583540576
26760,0.12317292368285465,0.10278898586302429
26761,0.40080435023227723,0.738620978694508
