respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.16813312001281924,0.2104278327492613
26708,0.1441876440798378,0.09734772187715802
26709,0.24946478591436574,0.5336495330647588
26710,0.6139766417084122,0.9141759136395117
26711,0.3173320085610002,0.6267436163891388
26712,0.43817209732623263,0.9084378634843976
26713,0.43357413492430913,0.4500463122311862
26714,0.3526632914961033,0.10629333644356105
26715,0.05090141577006587,0.06515982688323281
26716,0.17259125753408674,0.681679997351676
26717,0.08610659796017675,0.5787274492270509
26718,0.23808348427644957,0.6511603883977833
26719,0.12024232272679479,0.8705245255997136
26720,0.02629999668305785,0.3662521421239953
26721,0.5588348159776731,0.6997975785210414
26722,0.10309962764238481,0.07088772177632416
26723,0.636399388294562,0.9771929824561404
26724,0.08540854860103789,0.8921910170030471
26725,0.1293049677956529,0.11638426722445558
26726,0.10253647640270414,0.15367211732007652
26727,0.34367535829723067,0.6755430267070679
26728,0.3201041096368911,0.48626988048073855
26729,0.1392946369673579,0.30810055038711265
26730,0.15321559908307997,0.2306375816673121
26731,0.10263282028011433,0.3052126683214665
26732,0.23606708357324122,0.09375
26733,0.9540095063888925,0.941399206635413
26734,0.743475497208153,0.4403797809916507
26735,0.11794790594557389,0.42231267406461653
26736,0.09017964250589834,0.09982387278863238
26737,0.034415165386787065,0.19204341581105977
26738,0.6286789283717946,0.7482990893855367
26739,0.16134048497643533,0.20390915599988121
26740,0.19129453675873376,0.09238412009155304
26741,0.20189665048126532,0.9873723428493631
26742,0.11990097146425087,0.35173524345291857
26743,0.12274922642792133,0.3852155245322388
26744,0.12082855394789803,0.5930407261358608
26745,0.07461090496804781,0.8603711181442274
26746,0.23092453844731145,0.2997317017514523
26747,0.1726225118681704,0.2650764924306454
26748,0.23038101347618553,0.16667240490615362
26749,0.18518338336763632,0.5354102171378338
26750,0.7696043666422397,0.9351715846351826
26751,0.4553320098128811,0.7693879933110314
26752,0.1500198083505195,0.18854756621500132
26753,0.18185141134976876,0.5298433577223974
26754,0.07359307359307359,0.17852266882226692
26755,0.19619834274929723,0.35573650585377664
26756,0.08747139748187764,0.037260899061905314
26757,0.5812592920410017,0.6153982692591878
26758,0.33121982844174347,0.8554081034123052
26759,0.03321402568629906,0.20025524886784102
26760,0.09585243188184364,0.11906591404720206
26761,0.30963688505705306,0.8055110303230604
26762,0.22272826962953016,0.7898154647405924
26763,0.8444976595606851,0.9707792207792207
26764,0.8569710038064376,0.9814355287569573
26765,0.17400359203637894,0.5927822288282262
26766,0.1586979519194247,0.1459242440230304
26767,0.7779009520269053,0.7178351120233224
26768,0.17481386234447,0.4220545456684811
26769,0.26911371724940564,0.12700176162969173
26770,0.20504042118221485,0.633819033886458
26771,0.06656210321981196,0.26349391205757666
26772,0.08555937307313567,0.6600935785937729
26773,0.09398061257966009,0.16750124875124875
26774,0.03963032581453634,0.19921124779089708
26775,0.13489102444088613,0.4959760331061239
26776,0.33660811035674026,0.4892544955044954
26777,0.23828820336580275,0.7713578329882678
26778,0.08390498390498391,0.08834875262173587
26779,0.15385935699403455,0.7768219733780957
26780,0.15300482207679872,0.6647974780023652
26781,0.029957964740573436,0.4514918520771107
26782,0.11103025516620554,0.2143445778373118
26783,0.08596827338627169,0.29819336642504063
26784,0.2462694162478287,0.5797031845164143
26785,0.5726166224065384,0.4742714297955884
26786,0.046763777974958086,0.14463217842817114
26787,0.09162560320339466,0.7604900410047469
26788,0.06535150292000859,0.8769480519480519
26789,0.10667554600997863,0.08352672172547948
26790,0.08596827338627169,0.13723994821086796
26791,0.08211623458785659,0.2327612643297788
26792,0.10055669865200083,0.5216246695243294
26793,0.15914257604905085,0.8889455782312926
26794,0.3517389252351658,0.8814304976069681
26795,0.08596027604910168,0.8121484697025328
26796,0.018634525614534773,0.08301122198926929
26797,0.2179471788715486,0.5366263034604828
26798,0.6380803395986578,0.16884366450644822
26799,0.32247146890004036,0.41878270733969253
26800,0.06745741435036857,0.9055642769928486
26801,0.2704281712685074,0.2817094390203634
26802,0.11214205497208976,0.0980479582323343
26803,0.08897008666685258,0.11068388344898387
26804,0.0990969304388422,0.10642790128108427
26805,0.1681616994116994,0.23753103380613988
26806,0.06177963037659049,0.9384115884115884
26807,0.6044300295875926,0.6399484936306298
26808,0.14473775017253282,0.29993987352133017
26809,0.4722192513368984,0.22229050711193568
26810,0.11115579859500031,0.07847491971590768
26811,0.11516669312498186,0.11840506300807616
26812,0.16482621521240284,0.5941030274929849
26813,0.4332745909061699,0.4589516925651379
26814,0.09461607259311708,0.5792545701099968
26815,0.06458969404161333,0.04427223579470213
26816,0.12100233703494571,0.15723297297654446
26817,0.059459494349065604,0.7514711823121393
26818,0.19820566273246082,0.4352762990619784
26819,0.1672503966621614,0.23925845295919188
26820,0.06390426307207356,0.20497686910046525
26821,0.09891871446613146,0.6702395893422305
26822,0.05850665625101714,0.6336911226539133
26823,0.25759359687931116,0.28944379033664747
26824,0.08529304863891331,0.5490295477165226
26825,0.44246221732744645,0.6396832625824223
26826,0.13052175495948287,0.6921110053116377
26827,0.1921761837857728,0.3587513793396146
26828,0.11563617541878411,0.34887394786284626
26829,0.8054127437588487,0.7802763529654285
26830,0.03345429080723199,0.8711222804972806
26831,0.16249933641237987,0.8996077199479614
26832,0.03420329670329671,0.6856140183346067
26833,0.17953788412335386,0.633581696081696
26834,0.4377512997068747,0.5847714524406253
26835,0.5601927895741167,0.9599771307840542
26836,0.18618907669332635,0.744339756104462
26837,0.1490758424581954,0.06394350117437672
26838,0.1029333903768328,0.5014299946768979
26839,0.0426897663739769,0.20570602907559432
26840,0.1783925852351414,0.2945129321019519
26841,0.5957694781064345,0.6658385382124878
26842,0.1280396635683757,0.2279477916999976
26843,0.11967506699649556,0.07254768278176911
26844,0.19973390338131974,0.4502967427694215
26845,0.0739983341899445,0.5284517678022953
26846,0.07215983400672718,0.9499582761432709
26847,0.3212694875227565,0.12899904093756134
26848,0.054388423710651654,0.5684361504144013
26849,0.5079191641691642,0.49805891453131157
26850,0.6483675227464047,0.653599601389152
26851,0.06986992381177885,0.03694060176567347
26852,0.028479203433579403,0.10963970092968467
26853,0.2054823444529327,0.594140989729225
26854,0.09654773506107495,0.06006557913136217
26855,0.5707559305773592,0.9197270182903663
26856,0.1398203246029333,0.028865706920995864
26857,0.6585976523476524,0.09592757266076594
26858,0.03066884145911502,0.6024963602339879
26859,0.19069230783990263,0.17536162230282434
26860,0.3646811356121395,0.09939913887282308
26861,0.12109820556770236,0.022526607446375625
26862,0.0891873819693877,0.4782010883543487
26863,0.22937218126690478,0.48633106986511815
26864,0.3506971772467164,0.4208774489596186
26865,0.045026570003167954,0.05843074441050589
26866,0.07262957884075896,0.5486186058701271
26867,0.12301520200875204,0.18041755997783931
26868,0.7221679114536258,0.7581812672155436
26869,0.05800922432258273,0.4297962578119211
26870,0.6350500689786404,0.9460179305088471
26871,0.12479604892778547,0.08367246242791497
26872,0.12431215024891838,0.5621138131365907
26873,0.12455337866371843,0.5802931545578602
26874,0.07508984121310351,0.10293886130418071
26875,0.7379026316751063,0.7755348059969908
26876,0.1110827576390289,0.04894188046337234
26877,0.14715595419123817,0.19784261658410046
26878,0.1409080298786181,0.09785247432306256
26879,0.07593457023366658,0.03390739556383728
26880,0.1796105066114558,0.1947097652939605
26881,0.0339997281766171,0.08717440323099282
26882,0.05072006676569745,0.12489016681533764
26883,0.12081834929594305,0.18448123494350063
26884,0.18781615482079686,0.3840734498495307
26885,0.311252076588211,0.7861122813499091
26886,0.27303527586507165,0.9504757536310328
26887,0.644285440403529,0.9260806755442735
26888,0.8845361351585359,0.9608840241439651
26889,0.13517367066782446,0.09249037556548488
26890,0.23268142598404823,0.5075938261596429
26891,0.7170385553488794,0.7510896450066894
26892,0.15821107398230913,0.5413332814121021
26893,0.010971165720933995,0.13009726591603107
26894,0.2338902188832063,0.3122154075714448
26895,0.09472144597042097,0.6336159534023043
26896,0.16335949810878936,0.13666721040758917
26897,0.0791403482178273,0.5890193407351791
26898,0.19201717284711098,0.6490454394162806
26899,0.05473018297084621,0.12453859685725713
26900,0.09003139813681381,0.13060834676275385
26901,0.14025169182773856,0.3476925772149125
26902,0.04303090801538006,0.7861981156098803
26903,0.19583423112834877,0.430176568733554
26904,0.22802097471067498,0.34497103569038307
26905,0.37759876677943904,0.9211145996860283
26906,0.049008611063992916,0.1757749351734314
26907,0.03530870838157309,0.5346882422457389
26908,0.2162370140363838,0.7791930816615691
26909,0.13241063325096938,0.12230609077521758
26910,0.3814890420651146,0.3369527298098727
26911,0.0816496841105632,0.0783628334139501
26912,0.5405229089570779,0.9750086385696658
26913,0.7607474872128008,0.8313744927528705
26914,0.1964139954220756,0.2761961149023668
26915,0.18474025974025973,0.804221448072968
26916,0.05825156085621057,0.23074956396244797
26917,0.09669458948739207,0.1457760214265458
26918,0.8809264614936884,0.9752987274829285
26919,0.2734455455596544,0.5792460363940654
26920,0.07404535659954378,0.11166296061572271
26921,0.13333347324943962,0.9699011680143756
26922,0.09435080474459125,0.853155961773371
26923,0.17101391483309616,0.39115170589767007
26924,0.8504801221187777,0.9166047960099266
26925,0.07930439466219684,0.5002135952835198
26926,0.365620898709134,0.5518546579470949
26927,0.3662008626294341,0.5280451537980765
26928,0.17171653499046866,0.6267604862731526
26929,0.1607762479452104,0.1625500957958941
26930,0.6477791714772032,0.7375735608928887
26931,0.20550518170381446,0.32632549035242625
26932,0.09253124370113468,0.9356963838166846
26933,0.0698129475398713,0.6336739347608914
26934,0.5538703031820015,0.5130304673703612
26935,0.14789377289377287,0.34280622517953624
26936,0.20521124533729576,0.26065402851117137
26937,0.026767228630582666,0.8179133366633368
26938,0.023500309214594926,0.1542008534357702
26939,0.09216054125855037,0.03253319114745106
26940,0.0985953258845934,0.19902356415514308
26941,0.15390973073689,0.3820829387461954
26942,0.5440992480908448,0.8520581270581271
26943,0.1680179206576722,0.7945710693737953
26944,0.07220295297931292,0.14553648327652588
26945,0.049877062363118126,0.44383745440206984
26946,0.029676870748299323,0.7088863986890301
26947,0.14893126727439715,0.3764960768543804
26948,0.16869477677920944,0.05070061545576584
26949,0.20474742763682288,0.0183502829723195
26950,0.10455813732198019,0.30045029138839247
26951,0.10413832240454506,0.3359664956958954
26952,0.8287502047493254,0.8680858188703889
26953,0.35512166405023554,0.8422967512363798
26954,0.11279046725859598,0.13505049518560427
26955,0.42460749689432775,0.8430714012080112
26956,0.13584065168226792,0.3817720525089127
26957,0.11120205398476245,0.9821428571428571
26958,0.23305739557639252,0.7108175158175161
26959,0.1626522392582764,0.23567384995956428
26960,0.09576866780328155,0.07191496102226604
