respondent_id,h1n1_vaccine,seasonal_vaccine
26707,0.2116970937018476,0.10466572469695844
26708,0.1552476122576771,0.047790783950969105
26709,0.11456579791049465,0.6386045793550602
26710,0.7025364123908927,0.9974388161639158
26711,0.31650612171102044,0.7115824884732449
26712,0.6083153393404769,0.8508248062765663
26713,0.41838753447465427,0.5404474163402734
26714,0.12857023774310414,0.08306742152029532
26715,0.08427016077077285,0.09917500369422429
26716,0.20131104361385344,0.6029888257384355
26717,0.05734937909937667,0.5402502012282718
26718,0.23061082363743537,0.6417032675144698
26719,0.07760887590829962,0.8744778613199667
26720,0.16689230855251835,0.33201687411660874
26721,0.5068064027410423,0.4801345252059634
26722,0.11874942146075546,0.06110350482599636
26723,0.7941485261419697,0.9805476641414143
26724,0.16601917188546642,0.8869396476539333
26725,0.184463560222391,0.039147224988352984
26726,0.1424242161466578,0.14949330983551903
26727,0.2951923800832427,0.6969677825229282
26728,0.2931807701511639,0.46879741536331004
26729,0.15883354476588066,0.27747306300731667
26730,0.1198531137273552,0.15638959088061907
26731,0.09041690529496163,0.25496513720197933
26732,0.49339604388148073,0.06751700680272109
26733,0.9463750717510652,0.9251727780449356
26734,0.8567156172842438,0.3296998897092882
26735,0.17298988875996751,0.19997469853724953
26736,0.1505731844959992,0.13029512394958367
26737,0.13958461597425156,0.08486990598271152
26738,0.6122972782324855,0.6291629569833639
26739,0.2021131762170614,0.20392266493586922
26740,0.2677599539244829,0.06353934586066268
26741,0.24041595851511915,0.9276975866902452
26742,0.18070607345131898,0.34289205438428205
26743,0.08149856953570804,0.4130752245076659
26744,0.09531541848530853,0.5869973471138447
26745,0.15204738320665054,0.8268832971785206
26746,0.14531521613503592,0.4108619596894858
26747,0.2021131762170614,0.24525898234950141
26748,0.24665109490284856,0.07839855299876622
26749,0.17562147402892916,0.500245077364682
26750,0.7347226269721823,0.9329636053662028
26751,0.400904738929627,0.807329575186718
26752,0.1685895225557765,0.09917946465098727
26753,0.18932041767793661,0.433613086710723
26754,0.17126660558093534,0.27482604930083926
26755,0.17246533583030896,0.37391314479546406
26756,0.0808017542618329,0.08446122820361236
26757,0.6101674935905614,0.6558889754605345
26758,0.44574093780762386,0.7862899005756149
26759,0.056196701885451554,0.19045452546665093
26760,0.1450081856395258,0.08034056517440978
26761,0.4280961682147453,0.809933758192272
26762,0.03595460167439605,0.7605440661112929
26763,0.9137514264320189,0.9464166908958452
26764,0.8698260317603556,0.9765202182031929
26765,0.08702099856907176,0.6121231184781605
26766,0.24496718822976674,0.1589758259492747
26767,0.8724871383006442,0.7886530341579602
26768,0.08084969054051162,0.39203401236772273
26769,0.31972555206528536,0.16190953654188947
26770,0.2184539220234168,0.6521904020670358
26771,0.151701192338412,0.3263433124445951
26772,0.11178328500535256,0.45143636326483255
26773,0.07365478971774335,0.29400582307849515
26774,0.07890662367696816,0.42242001419632996
26775,0.13876690468472075,0.3369441530601823
26776,0.23478853837975172,0.5051495844728927
26777,0.2025596025092864,0.9037931854276054
26778,0.11738237609793457,0.14832229993446652
26779,0.15043342025792758,0.5571050929746583
26780,0.09311520280361524,0.8313716045858903
26781,0.06791723622810675,0.2673838314372789
26782,0.1198531137273552,0.11737698374381858
26783,0.14524811986745276,0.36943316303678986
26784,0.3430325660976583,0.828671756472373
26785,0.41222683142999444,0.6743163346929769
26786,0.1215873645009997,0.14679307619881382
26787,0.16280797893017948,0.7856635078273734
26788,0.0497121082260427,0.8780011655011654
26789,0.05565122465535476,0.1543877551020408
26790,0.1423400103788857,0.18826904339731115
26791,0.11014705905557175,0.29794394431650995
26792,0.0954125705973068,0.5638792480277087
26793,0.2489202700232109,0.8682929183403566
26794,0.28068458154984927,0.7435379339571249
26795,0.07177083917141439,0.8869393801788935
26796,0.12842928542231966,0.04421404512564957
26797,0.2279710208082214,0.7388411595072528
